averageSpeed,highestStreak,untradedDeaths,tradedDeaths,damageTaken,damageHealed,tacticalsUsed,lethalsUsed,percentTimeMoving,deadSilenceTime,totalKills,totalDeaths,totalAssists,totalScore,totalShotsFired,totalShotsHit,totalShotsHead,untradedKills,tradedKills,totalDamageDealt,friendDamage,totalTimeAlive,totalDistanceTraveled,hillTime,contestedHillTime,totalInVictimFovKills,totalFirstBloodKills,totalLongshotKills,totalPointblankKills,totalRevengeKills,totalRotationKills,totalInAttackerFovKills,totalWallbangKills,killDeathRatio,winner
2.0921453857421874,3.0,19.0,11.0,35.38,4.8,15.0,14.0,94.0,88.0,22.0,30.0,13.0,31.75,3.34,1.08,11.0,19.0,3.0,30.58,12.0,5136.96,729.925625,5.0,0.0,11.0,0.0,2.0,1.0,6.0,3.0,19.0,1.0,0.73,0
2.3038111877441407,4.0,23.0,10.0,39.01,4.75,17.0,16.0,94.0,1.04,21.0,33.0,8.0,28.8,4.25,1.22,6.0,14.0,7.0,30.92,0.0,4951.68,837.98703125,23.0,2.0,15.0,0.0,0.0,0.0,4.0,5.0,20.0,1.0,0.64,1
1.9508346557617189,5.0,20.0,6.0,31.95,4.95,15.0,9.0,94.0,0.0,26.0,27.0,7.0,41.65,3.7,1.1,11.0,17.0,9.0,30.19,1.35,5277.44,690.442734375,78.0,0.0,22.0,0.0,1.0,0.0,5.0,3.0,26.0,0.0,0.96,0
1.5870657348632813,6.0,16.0,3.0,27.17,5.75,17.0,16.0,91.0,0.0,25.0,19.0,6.0,41.25,3.54,1.08,15.0,17.0,8.0,31.98,90.0,5671.52,565.2908984375,84.0,3.0,21.0,1.0,1.0,2.0,2.0,5.0,22.0,2.0,1.32,1
1.6159030151367189,5.0,11.0,8.0,28.6,8.88,16.0,13.0,94.0,0.0,29.0,19.0,4.0,52.1,5.44,1.23,15.0,25.0,4.0,33.53,1.0,5588.96,590.043203125,1.27,8.0,27.0,0.0,1.0,1.0,5.0,5.0,28.0,1.0,1.53,0
2.1225767517089844,6.0,14.0,10.0,29.89,5.89,8.0,7.0,96.0,1.25,29.0,24.0,5.0,38.75,4.4,1.3,9.0,20.0,9.0,31.23,1.65,5368.16,815.08796875,30.0,1.0,15.0,0.0,0.0,0.0,8.0,5.0,26.0,0.0,1.21,1
1.6782850646972656,4.0,14.0,10.0,28.85,4.77,15.0,14.0,86.0,92.0,21.0,24.0,7.0,38.6,3.32,1.03,7.0,11.0,10.0,26.37,0.0,5109.44,617.4656640625,76.0,8.0,16.0,0.0,1.0,0.0,7.0,5.0,17.0,0.0,0.88,0
1.8057144165039063,3.0,7.0,5.0,12.94,94.0,13.0,13.0,91.0,0.0,14.0,12.0,4.0,29.0,1.36,56.0,5.0,10.0,4.0,15.17,31.0,3177.6,530.336171875,86.0,1.0,10.0,0.0,1.0,0.0,4.0,0.0,14.0,0.0,1.17,1
2.05294662475586,2.0,13.0,7.0,20.51,1.0,13.0,10.0,89.0,63.0,10.0,20.0,5.0,14.2,2.0,61.0,6.0,5.0,5.0,15.07,1.77,3418.56,468.0358203125,7.0,1.0,8.0,0.0,0.0,0.0,5.0,4.0,11.0,0.0,0.5,0
2.181448211669922,4.0,7.0,5.0,15.49,2.93,4.0,5.0,96.0,92.0,18.0,12.0,3.0,28.55,2.47,71.0,5.0,15.0,4.0,15.65,0.0,3724.96,662.008125,33.0,1.0,14.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,1.5,1
2.272177276611328,3.0,15.0,1.0,18.99,2.41,9.0,6.0,97.0,0.0,15.0,16.0,0.0,21.5,1.49,52.0,6.0,9.0,6.0,14.65,19.0,3585.44,541.14421875,15.0,0.0,11.0,1.0,3.0,0.0,2.0,3.0,15.0,1.0,0.94,0
1.4858734130859377,4.0,4.0,5.0,13.91,3.37,9.0,9.0,94.0,0.0,15.0,9.0,15.0,39.7,2.26,66.0,5.0,13.0,2.0,20.05,0.0,3930.88,425.8097265625,1.24,3.0,11.0,0.0,0.0,0.0,3.0,7.0,14.0,0.0,1.67,1
1.8076174926757809,2.0,15.0,2.0,17.5,50.0,15.0,13.0,93.0,0.0,7.0,17.0,2.0,10.75,1.73,44.0,4.0,4.0,3.0,12.67,0.0,3541.12,408.5644921875,23.0,3.0,6.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,0.41,0
2.016880645751953,6.0,7.0,4.0,15.87,4.69,5.0,5.0,98.0,50.0,26.0,11.0,5.0,29.75,3.07,1.11,8.0,20.0,6.0,26.97,0.0,3933.12,583.688828125,25.0,0.0,18.0,0.0,0.0,0.0,5.0,3.0,25.0,0.0,2.36,1
2.215225830078125,2.0,15.0,6.0,22.8,80.0,14.0,13.0,95.0,11.0,12.0,20.0,5.0,21.7,1.46,57.0,8.0,7.0,5.0,15.51,0.0,3380.8,474.74484375,22.0,1.0,11.0,0.0,0.0,0.0,3.0,3.0,12.0,0.0,0.6,0
2.3795895385742187,2.0,24.0,5.0,31.69,2.41,14.0,9.0,97.0,30.0,15.0,29.0,7.0,26.5,2.85,67.0,7.0,10.0,5.0,18.39,78.0,3661.12,674.514453125,40.0,11.0,11.0,0.0,0.0,0.0,4.0,4.0,15.0,0.0,0.52,0
1.7398680114746097,4.0,13.0,5.0,24.76,5.64,16.0,14.0,96.0,4.0,26.0,18.0,8.0,41.8,3.37,97.0,5.0,23.0,3.0,27.1,1.09,3773.92,530.1504296875,67.0,14.0,19.0,0.0,1.0,0.0,6.0,4.0,27.0,2.0,1.44,1
2.285299072265625,3.0,19.0,6.0,26.95,1.33,13.0,5.0,96.0,99.0,14.0,25.0,5.0,18.1,2.88,71.0,8.0,9.0,5.0,17.26,3.0,3844.48,661.14390625,1.0,8.0,12.0,0.0,1.0,1.0,4.0,5.0,14.0,0.0,0.56,0
1.844447479248047,4.0,17.0,3.0,25.44,2.96,12.0,8.0,95.0,58.0,23.0,20.0,6.0,41.2,3.63,1.05,11.0,18.0,5.0,25.54,0.0,3804.8,549.5279296875,87.0,16.0,20.0,0.0,1.0,3.0,4.0,1.0,23.0,0.0,1.15,1
1.8931541442871087,4.0,17.0,3.0,23.28,2.58,11.0,8.0,97.0,0.0,22.0,20.0,10.0,37.75,3.7,1.1,13.0,15.0,7.0,29.98,79.0,4145.44,563.4652734375,55.0,5.0,19.0,0.0,0.0,0.0,7.0,2.0,22.0,2.0,1.1,0
1.6805244445800782,5.0,9.0,3.0,17.06,5.06,12.0,11.0,93.0,0.0,21.0,12.0,9.0,43.7,2.94,86.0,5.0,16.0,5.0,23.59,0.0,4395.04,518.5583984375,1.17,6.0,18.0,0.0,4.0,0.0,2.0,5.0,21.0,1.0,1.75,1
