averageSpeed,highestStreak,untradedDeaths,tradedDeaths,inapplicableTradedKills,inapplicableTradedDeaths,damageTaken,damageHealed,tacticalsUsed,lethalsUsed,percentTimeMoving,deadSilenceTime,totalKills,totalDeaths,totalAssists,totalScore,totalShotsFired,totalShotsHit,totalShotsHead,untradedKills,tradedKills,totalDamageDealt,friendDamage,totalTimeAlive,totalDistanceTraveled,totalAces,totalInVictimFovKills,totalDefuserKills,totalFirstBloodKills,totalLongshotKills,totalPlanterKills,totalPointblankKills,totalRevengeKills,totalInAttackerFovKills,totalWallbangKills,killDeathRatio,bombsPlanted,bombsDefused,sneakDefuses,winner
1.2124380493164062,6.0,2.0,2.0,3.0,0.0,8.25,3.33,3.0,4.0,74.0,38.0,11.0,4.0,3.0,12.25,1.83,11.0,7.0,7.0,1.0,12.09,0.0,5734.4,550.43625,1.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,2.75,0.0,1.0,0.0,1
88.59127044677734,3.0,5.0,2.0,1.0,1.0,8.81,81.0,7.0,4.0,61.0,0.0,5.0,8.0,1.0,5.25,88.0,27.0,1.0,2.0,2.0,7.63,70.0,4930.72,397.71140625,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.63,0.0,0.0,0.0,0
1.063880081176758,3.0,4.0,1.0,2.0,0.0,8.84,2.22,9.0,7.0,72.0,37.0,7.0,4.0,1.0,6.5,1.93,35.0,6.0,3.0,2.0,10.09,0.0,5536.64,468.437265625,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.75,1.0,0.0,0.0,1
1.2398329162597657,2.0,4.0,1.0,0.0,3.0,12.53,4.39,8.0,4.0,84.0,47.0,5.0,8.0,2.0,11.25,1.14,32.0,2.0,5.0,0.0,8.45,0.0,5976.96,555.537890625,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.63,3.0,1.0,0.0,0
1.2141556549072263,3.0,6.0,1.0,2.0,0.0,9.64,1.65,8.0,5.0,67.0,46.0,5.0,7.0,0.0,5.0,81.0,28.0,4.0,3.0,0.0,6.68,0.0,4952.64,566.60875,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.71,1.0,1.0,0.0,1
96.22310638427734,4.0,5.0,0.0,1.0,1.0,10.0,4.0,9.0,5.0,66.0,42.0,8.0,6.0,3.0,8.0,1.1,41.0,6.0,4.0,3.0,11.72,0.0,5308.48,436.6530859375,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,1.33,0.0,0.0,0.0,0
1.0438042449951173,6.0,2.0,2.0,2.0,1.0,8.7,2.46,8.0,5.0,65.0,62.0,11.0,5.0,3.0,12.75,1.52,42.0,2.0,8.0,1.0,11.2,65.0,4925.12,464.1971875,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,2.2,0.0,1.0,0.0,1
78.66136932373047,1.0,5.0,1.0,1.0,1.0,8.5,1.5,6.0,2.0,54.0,29.0,4.0,7.0,1.0,3.75,96.0,28.0,3.0,2.0,2.0,6.8,97.0,4333.28,370.4143359375,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.57,0.0,0.0,0.0,0
1.2047640991210935,2.0,1.0,3.0,0.0,2.0,8.07,2.07,8.0,4.0,69.0,27.0,6.0,6.0,3.0,6.75,1.55,36.0,2.0,5.0,1.0,10.2,0.0,5150.56,540.430859375,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1
92.45670318603516,1.0,5.0,1.0,0.0,1.0,7.37,37.0,10.0,10.0,65.0,25.0,4.0,7.0,4.0,7.75,1.17,28.0,1.0,3.0,1.0,8.86,1.0,6428.8,472.228203125,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.57,0.0,1.0,0.0,0
83.68545532226562,4.0,4.0,1.0,3.0,2.0,10.19,3.19,10.0,10.0,70.0,21.0,9.0,7.0,4.0,15.25,2.9,54.0,10.0,6.0,0.0,16.63,0.0,6460.96,403.4221484375,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,1.29,1.0,2.0,0.0,1
67.21212005615234,1.0,9.0,1.0,0.0,0.0,13.62,3.62,9.0,9.0,51.0,5.0,3.0,10.0,4.0,8.75,1.36,13.0,5.0,2.0,1.0,5.17,2.0,4450.4,379.322578125,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,4.0,0.0,0.0,0
1.2843637084960935,3.0,4.0,3.0,2.0,1.0,13.02,4.5,9.0,9.0,74.0,96.0,10.0,8.0,2.0,12.75,1.6,40.0,7.0,7.0,1.0,11.29,2.0,6381.44,663.950390625,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,1.25,3.0,0.0,0.0,1
78.46034240722656,2.0,7.0,0.0,0.0,3.0,15.83,5.09,11.0,9.0,70.0,15.0,6.0,10.0,2.0,6.5,1.42,22.0,5.0,4.0,2.0,9.75,30.0,5966.24,382.4844140625,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.0,0.0,0.0,0
73.22367095947266,3.0,8.0,0.0,0.0,0.0,9.13,91.0,8.0,9.0,43.0,55.0,6.0,8.0,0.0,6.0,73.0,26.0,2.0,6.0,0.0,6.79,1.0,4092.48,390.9883203125,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.75,0.0,0.0,0.0,1
1.1329083251953125,4.0,4.0,0.0,4.0,3.0,11.47,3.85,6.0,8.0,74.0,55.0,16.0,7.0,0.0,15.0,1.87,64.0,5.0,10.0,2.0,15.65,0.0,6928.64,555.173203125,0.0,12.0,1.0,2.0,0.0,0.0,1.0,0.0,16.0,0.0,2.29,0.0,0.0,0.0,0
1.0955339050292967,3.0,3.0,2.0,2.0,1.0,7.43,1.43,8.0,9.0,76.0,45.0,9.0,6.0,2.0,10.25,2.17,49.0,7.0,6.0,1.0,13.25,31.0,7085.92,575.9124609375,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.5,0.0,0.0,0.0,1
